Ticker,outstandingShares,trainingVolume,averageTrainingVolume,relativeTrainingVolume,trainingTurnoverRatio,trainingVWAP,trainingClose,percentageChange,trainingMomentum (%),trainingCrossover,trainingCrossoverDate,daysSinceTrainingCrossover,trainingRSI,trainingUpper,trainingMiddle,trainingLower
VZ,4209629952,17859100,16560070.0,1.0784435089948292,0.0042424394076527,41.96581193080658,39.970001220703125,99.89992265622793,-4.755801492400903,Bullish,2024-11-15,21,29.203499879254295,45.15328381362754,42.53600025177002,39.9187166899125
HUT,93678704,7806800,8500425.0,0.9184011387665912,0.0833359095147174,18.155626317390627,23.799999237060547,99.49580279104418,31.088836160190052,Bullish,2024-12-06,3,46.39024022385721,30.31709762307821,26.711500072479247,23.10590252188028
AGNC,885640000,21140300,14867635.0,1.4219006587127003,0.0238700826520934,9.958876295062197,9.270000457763672,101.94174048126085,-6.917204480590677,Bullish,2024-11-11,37,34.447833953868326,9.851608891040918,9.596000003814698,9.340391116588478
BE,228576000,9334500,7907400.0,1.1804765156688672,0.040837620747585,15.762102954933637,22.8799991607666,105.419587954326,45.158290274997974,Bullish,2024-10-29,38,50.64124731837283,28.228171302086913,25.508499908447266,22.78882851480762
YMM,939156992,4206200,12727180.0,0.3304895507095837,0.004478697423146,8.903488512459033,10.920000076293945,103.66300014409914,22.648555799371465,Bullish,2024-11-20,27,58.22495010986077,12.123839216285237,10.591000032424926,9.058160848564615
KVUE,1917260032,13048400,12885110.0,1.0126727672483975,0.0068057539312434,21.3385076989085,21.610000610351562,100.74039723689535,1.2723144245787583,Bullish,2024-10-22,42,28.623879730049417,24.908929635893454,23.05699987411499,21.205070112336525
BTG,1311399936,17075500,14622825.0,1.1677292178494922,0.0130208180824556,2.9649208466080244,2.440000057220459,101.63934266045031,-17.704377841590393,Bullish,2024-12-11,5,30.23061808462295,2.9935652976025975,2.725499987602234,2.4574346776018703
LUNR,92609504,13936300,17228585.0,0.8089056646265494,0.1504845550193207,8.830372719604929,12.779999732971191,106.18153347699142,44.727749765277956,Bullish,2024-11-07,27,52.776557615264316,15.928079613263915,13.343750047683717,10.759420482103518
GM,1099600000,11211900,12375160.0,0.9060004072674616,0.0101963441251364,48.87398896049079,50.34000015258789,102.920145443479,2.999573440347189,Bullish,2024-11-25,1,36.15527011052122,58.68282587711805,53.75950031280517,48.8361747484923
RXRX,383724000,16490600,16137720.0,1.0218667816767175,0.0429751592290292,7.051020805146207,6.090000152587891,99.01477928938894,-13.629525129991288,Bullish,2024-11-29,19,42.40414901700148,8.337991289130011,6.864250063896179,5.390508838662347
